City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,hacienda huancane,-15.8222,-70.8856,3.38,93,100,2.11,PE,1703811400
363,pyay,18.8167,95.2167,20.11,82,92,2.62,MM,1703811400
364,polyarnyy,69.1989,33.4478,-13.9,98,85,3.27,RU,1703811400
365,puerto baquerizo moreno,-0.9,-89.6,24.32,87,100,3.92,EC,1703811138
366,axim,4.8699,-2.2405,26.15,84,5,1.83,GH,1703811400
367,jayapura,-2.5333,140.7,24.66,85,100,1.67,ID,1703811401
368,maua,-23.6678,-46.4614,24.09,73,0,0.98,BR,1703811401
369,port augusta,-32.5,137.7667,27.58,41,100,5.73,AU,1703811401
370,mount gambier,-37.8333,140.7667,18.79,44,0,3.95,AU,1703811401
371,puerto san jose,13.9256,-90.8244,26.11,78,75,4.33,GT,1703811402
372,santo antonio do leverger,-15.8656,-56.0767,32.21,41,99,2.12,BR,1703811402
373,tralee,52.2704,-9.7026,7.71,73,100,6.97,IE,1703811402
374,anna regina,7.2644,-58.5077,26.08,83,54,3.12,GY,1703811402
375,port lincoln,-34.7333,135.8667,18.0,69,42,7.99,AU,1703811402
376,fort mcmurray,56.7268,-111.381,-5.23,79,24,2.06,CA,1703811403
377,new norfolk,-42.7826,147.0587,17.72,51,100,2.81,AU,1703811403
378,esmeralda,21.8525,-78.1169,23.85,83,100,3.16,CU,1703811403
379,saudarkrokur,65.7461,-19.6394,-11.93,87,100,2.02,IS,1703811403
380,pativilca,-10.7,-77.7833,22.02,81,75,2.29,PE,1703811404
381,mata-utu,-13.2816,-176.1745,28.7,75,100,4.79,WF,1703811404
382,thai binh,20.45,106.3333,20.51,74,100,2.24,VN,1703811404
383,kingscliff,-28.2667,153.5667,29.41,52,0,2.96,AU,1703811350
384,el hadjira,32.6134,5.5126,11.75,63,6,4.16,DZ,1703811405
385,makar'yev,57.8797,43.8069,-12.04,95,99,3.89,RU,1703811405
386,masuguru,-11.3667,38.4167,23.87,97,100,1.67,TZ,1703811405
387,kiunga,-6.1219,141.2906,31.48,64,100,0.36,PG,1703811405
388,cunit,41.1983,1.6365,10.98,69,100,1.34,ES,1703811405
389,aibak,36.2647,68.0155,10.1,28,0,3.81,AF,1703811406
390,grootfontein,-19.5667,18.1167,21.76,26,0,2.06,NA,1703811406
391,midvagur,62.0511,-7.1939,3.22,70,100,13.67,FO,1703811406
392,maqat,47.65,53.3167,-2.55,74,61,9.92,KZ,1703811406
393,port moresby,-9.4431,147.1797,31.68,62,20,3.09,PG,1703811407
394,cuapiaxtla,19.3,-97.7667,10.29,53,0,2.53,MX,1703811407
395,westport,41.1415,-73.3579,9.63,85,100,4.63,US,1703811205
396,roosevelt,33.9668,-103.4505,6.93,37,0,3.8,US,1703811407
397,tauberbischofsheim,49.6247,9.6628,10.06,84,40,0.45,DE,1703811407
398,gignac,43.652,3.5509,10.53,87,99,1.8,FR,1703811408
399,mana,5.6592,-53.7767,25.58,91,100,2.9,GF,1703811408
400,blitar,-8.0983,112.1681,27.84,77,17,2.38,ID,1703811408
401,nadym,65.5333,72.5167,-13.12,98,78,3.81,RU,1703811408
402,zyryanskoye,56.8306,86.6258,-5.81,96,100,3.07,RU,1703811408
403,moree,-29.4667,149.85,34.35,21,0,2.42,AU,1703811409
404,hilongos,10.3744,124.7497,28.14,72,17,2.14,PH,1703811409
405,borogontsy,62.6683,131.1683,-50.03,100,77,0.33,RU,1703811409
406,devils lake,48.1128,-98.8651,-3.01,93,0,0.0,US,1703811409
407,bunda,-2.05,33.8667,19.27,88,100,1.35,TZ,1703811410
408,souillac,-20.5167,57.5167,25.24,77,94,4.0,MU,1703811410
409,al jawf,29.5,38.75,12.66,72,100,3.6,SA,1703811410
410,kismayo,-0.3582,42.5454,27.17,81,100,4.42,SO,1703811410
411,carolina beach,34.0352,-77.8936,12.03,90,0,4.09,US,1703811371
412,gracemere,-23.4333,150.45,31.95,62,75,3.6,AU,1703811411
413,sisimiut,66.9395,-53.6735,-17.1,91,21,4.58,GL,1703811411
414,at taj,24.2049,23.2857,9.96,65,0,3.48,LY,1703811411
415,tashtyp,52.7939,89.8983,-11.0,94,40,1.03,RU,1703811411
416,iskateley,67.6803,53.1512,-17.77,97,53,3.58,RU,1703811412
417,gondar,12.6,37.4667,12.97,68,36,1.62,ET,1703811412
418,zabaykal'sk,49.6333,117.3167,-20.03,100,100,1.43,RU,1703811412
419,azangaro,-14.9167,-70.2167,10.01,75,100,0.99,PE,1703811412
420,nuku'alofa,-21.1333,-175.2,29.19,65,20,5.66,TO,1703811412
421,mokhsogollokh,61.4681,128.9203,-44.32,100,99,0.75,RU,1703811413
422,puerto deseado,-47.7503,-65.8938,9.76,57,46,8.2,AR,1703811413
423,hammerfest,70.6634,23.6821,-2.75,74,0,4.63,NO,1703811413
424,priozersk,61.0393,30.1291,-7.25,84,100,1.09,RU,1703811413
425,padang,-0.9492,100.3543,26.03,85,62,1.38,ID,1703811414
426,arica,-18.475,-70.3042,24.75,73,0,2.06,CL,1703811414
427,susice,49.2311,13.5202,8.23,83,100,6.39,CZ,1703811414
428,gereshk,31.8209,64.5701,11.34,36,1,2.16,AF,1703811414
429,dunedin,-45.8742,170.5036,19.3,68,94,2.08,NZ,1703811414
430,ketchikan,55.3422,-131.6461,8.99,96,100,3.66,US,1703811415
431,farkhar,36.5729,69.8578,8.4,24,0,1.7,AF,1703811415
432,combee settlement,28.0584,-81.9054,17.77,92,100,0.45,US,1703811415
433,ust'-uda,54.1742,103.0304,-7.72,97,100,0.71,RU,1703811415
434,tsiombe,-25.3,45.4833,21.13,94,100,1.5,MG,1703811415
435,dolinsk,47.35,142.8,-9.04,66,100,2.75,RU,1703811416
436,hastings,50.8552,0.5729,11.27,35,79,11.74,GB,1703811416
437,west end,26.6833,-78.9667,17.99,73,100,3.02,BS,1703811416
438,puli,23.9664,120.9695,21.23,54,4,0.8,TW,1703811416
439,paita,-5.0892,-81.1144,23.48,79,100,3.28,PE,1703811417
440,lagunas,-5.2269,-75.6753,22.43,98,100,1.03,PE,1703811417
441,flying fish cove,-10.4217,105.6791,27.25,74,39,8.89,CX,1703811417
442,kandhkot,28.244,69.1824,16.09,32,100,1.97,PK,1703811417
443,acajutla,13.5928,-89.8275,26.54,75,60,3.56,SV,1703811417
444,carnarvon,-24.8667,113.6333,23.92,62,2,4.44,AU,1703811418
445,kibaya,-5.3,36.5667,16.29,89,26,0.4,TZ,1703811418
446,laojunmiao,39.8333,97.7333,-6.14,43,0,1.78,CN,1703811418
447,ruidoso,33.3317,-105.673,3.08,28,0,3.09,US,1703811418
448,shelton,41.3165,-73.0932,9.26,80,100,7.72,US,1703811419
449,luwingu,-10.2621,29.9271,16.18,98,89,1.72,ZM,1703811419
450,nueva gerona,21.8833,-82.8,22.17,78,58,4.67,CU,1703811419
451,arifwala,30.294,73.0735,12.04,41,3,1.98,PK,1703811419
452,la'ie,21.6477,-157.9253,25.98,75,98,5.36,US,1703811419
453,lib,8.3122,167.3766,27.99,81,87,6.68,MH,1703811420
454,luza,60.6308,47.2512,-13.01,94,99,3.07,RU,1703811420
455,aracena,37.894,-6.5612,7.77,58,100,0.53,ES,1703811420
456,beledweyne,4.7358,45.2036,25.29,70,86,7.34,SO,1703811421
457,ataq,14.5377,46.8319,16.83,87,68,2.41,YE,1703811421
458,shimoda,34.6667,138.95,11.52,61,0,1.67,JP,1703811421
459,prince rupert,54.3161,-130.3201,8.05,93,100,5.14,CA,1703811421
460,antigonish,45.6169,-61.9986,-0.41,89,100,2.92,CA,1703811422
461,gaspe,48.8334,-64.4819,-0.05,86,20,1.54,CA,1703811422
462,bamboo flat,11.7,92.7167,27.29,71,94,6.01,IN,1703811422
463,pangobilian,8.8011,117.8594,28.51,74,9,6.15,PH,1703811422
464,abepura,-2.6333,140.5833,24.45,94,100,1.54,ID,1703811423
465,dwarka,22.2394,68.9678,21.65,70,100,4.04,IN,1703811423
466,taltal,-25.4,-70.4833,19.79,78,47,1.64,CL,1703811423
467,ermoupolis,37.4423,24.9425,14.39,82,0,1.03,GR,1703811423
468,meulaboh,4.1363,96.1285,25.52,88,93,1.77,ID,1703811424
469,queenstown,-31.8976,26.8753,14.81,92,100,0.42,ZA,1703811424
470,itoman,26.1247,127.6694,20.43,83,75,6.69,JP,1703811424
471,honaz,37.7573,29.27,8.35,64,0,2.53,TR,1703811424
472,elkins,38.9259,-79.8467,6.02,87,100,0.0,US,1703811425
473,maumere,-8.6199,122.2111,29.64,72,15,1.27,ID,1703811425
474,masterton,-40.9597,175.6575,21.33,80,100,3.65,NZ,1703811425
475,kabo,7.6994,18.629,22.03,29,86,0.87,CF,1703811425
476,chibougamau,49.9168,-74.3659,-1.21,86,100,1.54,CA,1703811426
477,alofi,-19.0595,-169.9187,27.94,69,26,6.17,NU,1703811426
478,jiwani,25.05,61.7417,22.31,62,0,1.62,PK,1703811426
479,port macquarie,-31.4333,152.9167,34.38,51,2,3.93,AU,1703811426
480,douentza,14.9951,-2.9517,20.2,15,0,2.51,ML,1703811427
481,shalqar,47.8333,59.6,-3.48,80,100,11.88,KZ,1703811427
482,lichfield,52.6815,-1.8255,9.14,77,100,9.09,GB,1703811427
483,takoradi,4.8845,-1.7554,26.71,82,1,1.95,GH,1703811427
484,cooma,-36.2333,149.1333,23.65,39,48,3.73,AU,1703811428
485,bredy,52.4153,60.3411,-5.23,88,100,10.29,RU,1703811428
486,sitia,35.2,26.0986,14.99,76,48,3.25,GR,1703811428
487,riviere-du-loup,47.8304,-69.5342,-0.51,80,54,1.54,CA,1703811428
488,sultanah,24.4926,39.5857,18.25,68,40,3.09,SA,1703811429
489,moncks corner,33.196,-80.0131,11.07,84,6,0.45,US,1703811212
490,thanh hoa,19.8,105.7667,19.59,80,100,1.53,VN,1703811429
491,pontianak,-0.0333,109.3333,25.55,94,64,0.49,ID,1703811429
492,eyl,7.9803,49.8164,24.22,84,100,5.33,SO,1703811430
493,ostersund,63.1792,14.6357,-7.75,93,75,1.54,SE,1703811193
494,quellon,-43.1167,-73.6167,10.98,83,73,2.79,CL,1703811430
495,ocos,14.5094,-92.1933,26.55,75,93,3.94,GT,1703811430
496,mymensingh,24.75,90.4,17.78,74,0,1.51,BD,1703811430
497,thirukattupalli,10.8443,78.9565,24.21,81,100,5.18,IN,1703811431
498,saldanha,-33.0117,17.9442,16.03,93,0,1.44,ZA,1703811431
499,aksu,41.1231,80.2644,-3.88,58,11,1.39,CN,1703811431
500,antsiranana,-12.2787,49.2917,25.7,82,100,1.3,MG,1703811432
501,shetpe,44.1667,52.1167,-0.42,77,51,8.66,KZ,1703811432
502,cill airne,52.05,-9.5167,6.8,77,100,4.65,IE,1703811432
503,urucui,-7.2294,-44.5561,27.07,63,100,0.83,BR,1703811432
504,nakamura,32.9833,132.9333,12.33,54,0,2.39,JP,1703811433
505,carahue,-38.7,-73.1667,12.14,96,9,1.69,CL,1703811433
506,santa cruz,-17.8,-63.1667,28.7,70,62,4.63,BO,1703811433
507,vieste,41.8825,16.175,12.22,74,60,1.7,IT,1703811433
508,dampit,-8.2116,112.7493,26.61,79,35,1.85,ID,1703811433
509,mocimboa,-11.3167,40.35,25.2,95,100,2.91,MZ,1703811434
510,garoowe,8.4054,48.4845,21.24,86,100,3.78,SO,1703811434
511,barillas,15.8036,-91.3158,15.81,98,100,0.44,GT,1703811434
512,faya-largeau,17.9257,19.1043,16.61,31,55,8.42,TD,1703811434
513,lautoka,-17.6167,177.4667,30.15,61,16,3.11,FJ,1703811217
514,myeik,12.4333,98.6,24.19,63,67,1.79,MM,1703811435
515,alice springs,-23.7,133.8833,36.75,13,8,2.57,AU,1703811381
516,rimouski,48.4488,-68.524,-1.18,47,3,1.77,CA,1703811406
517,gorno-altaysk,51.9561,85.955,-8.6,85,63,2.68,RU,1703811437
518,winslow,35.0242,-110.6974,8.1,34,0,2.57,US,1703811341
519,perevolotskiy,51.8763,54.1938,-10.58,91,100,7.82,RU,1703811437
520,alta,69.9689,23.2717,-8.5,88,100,3.83,NO,1703811437
521,nadi,-17.8,177.4167,31.66,56,16,3.03,FJ,1703811437
522,kousseri,12.0769,15.0306,19.77,24,6,3.87,CM,1703811438
523,petrolina,-9.3986,-40.5008,29.03,54,0,0.51,BR,1703811177
524,newman,37.3138,-121.0208,17.36,81,30,0.45,US,1703811438
525,wynyard,-41.0,145.7167,18.01,43,7,5.16,AU,1703811421
526,palmer,42.1584,-72.3287,6.9,78,100,3.6,US,1703811273
527,bonthe,7.5264,-12.505,25.35,84,6,1.37,SL,1703811439
528,armidale,-30.5167,151.65,27.99,29,0,3.86,AU,1703811439
529,asadabad,34.7824,48.1185,4.31,88,49,0.77,IR,1703811439
530,klofta,60.0667,11.15,-5.22,99,100,1.94,NO,1703811440
531,erenhot,43.6475,111.9767,-8.34,79,100,5.1,CN,1703811440
532,bo rai,12.5728,102.5371,24.03,67,9,3.32,TH,1703811440
533,mizdah,31.4451,12.9801,10.54,73,87,3.0,LY,1703811440
534,horta,38.5333,-28.6333,13.34,86,17,2.24,PT,1703811440
535,changde,29.0464,111.6783,8.38,59,17,1.87,CN,1703811441
536,bafoulabe,13.8065,-10.8321,25.11,11,0,2.3,ML,1703811441
537,bandarbeyla,9.4942,50.8122,24.77,80,96,6.99,SO,1703811442
538,as sulayyil,20.4607,45.5779,17.35,48,0,2.91,SA,1703811442
539,tokar,18.4254,37.729,25.04,78,50,6.06,SD,1703811442
540,danville,36.586,-79.395,9.46,85,0,0.45,US,1703811442
541,ust'-kut,56.7938,105.7672,-17.53,99,100,1.34,RU,1703811442
542,krasnovishersk,60.4078,57.082,-25.71,100,100,1.03,RU,1703811443
543,sosnogorsk,63.6023,53.8817,-19.89,100,98,2.11,RU,1703811443
544,oodweyne,9.4092,45.064,19.16,60,37,1.77,SO,1703811443
545,crane,31.3974,-102.3501,9.55,36,18,2.55,US,1703811443
546,turaif,31.6725,38.6637,10.14,93,75,5.14,SA,1703811444
547,arkalyk,50.2486,66.9114,-2.07,93,100,12.68,KZ,1703811444
548,horsham,51.064,-0.3272,10.8,74,0,7.2,GB,1703811444
549,soio,-6.1349,12.3689,26.79,85,100,4.19,AO,1703811444
550,usoke,-5.1667,32.35,18.51,96,100,0.88,TZ,1703811444
551,cruz del eje,-30.7264,-64.8039,23.14,71,100,10.1,AR,1703811445
552,forbes,-33.3833,148.0167,24.95,48,100,1.22,AU,1703811317
553,kill devil hills,36.0307,-75.676,12.0,84,0,3.6,US,1703811445
554,taro,-8.3862,115.28,26.03,78,39,1.36,ID,1703811445
555,talakan,50.3167,130.3667,-17.57,95,93,0.71,RU,1703811446
556,ixtapa,20.7,-105.2,18.62,85,0,0.49,MX,1703811446
557,nguigmi,14.2495,13.1092,17.45,32,5,5.5,NE,1703811446
558,kirensk,57.7853,108.1119,-20.02,100,100,0.45,RU,1703811446
559,benghazi,32.1167,20.0667,15.96,68,0,3.73,LY,1703811447
560,essaouira,31.5125,-9.77,11.72,32,40,2.57,MA,1703811447
561,ha'il,27.5219,41.6907,11.37,83,6,3.37,SA,1703811447
562,columbio,6.6964,124.9372,29.34,67,8,1.03,PH,1703811447
563,saskatoon,52.1168,-106.6345,-2.01,74,75,4.12,CA,1703811428
564,callao,-12.0667,-77.15,25.95,84,100,4.05,PE,1703811448
565,contamana,-7.3333,-75.0167,24.25,81,100,1.78,PE,1703811448
566,morehead city,34.7229,-76.726,15.0,78,1,1.34,US,1703811448
567,stephenville,32.2207,-98.2023,7.91,61,0,0.0,US,1703811449
568,louis trichardt,-23.0439,29.9032,17.1,97,100,5.6,ZA,1703811449
569,baganga,7.5739,126.56,28.79,73,47,2.92,PH,1703811449
570,akureyri,65.6835,-18.0878,-12.04,92,40,1.03,IS,1703811449
571,bodaybo,57.8506,114.1933,-21.02,100,100,0.56,RU,1703811449
